	ATA_1	ATA_2	ATA_3	HC_IgG_1	HC_IgG_2	HC_IgG_3	IFNa_1	IFNa_2	IFNa_3
ENSG00000104899	40	60	0	32	16	2	16	16	30
ENSG00000267021	0	0	0	0	0	0	0	1	0
ENSG00000167476	11	28	16	12	4	23	19	0	1
ENSG00000104904	19828	22663	24777	15686	16590	19227	19882	18505	20813
ENSG00000273734	3061	3744	4054	2243	2539	2773	3335	2715	3037
ENSG00000188305	0	16	0	0	0	0	2	0	0
ENSG00000220008	0	0	0	0	0	0	0	2	0
ENSG00000288156	14	12	0	6	10	26	4	24	8
ENSG00000286880	0	0	0	0	4	0	0	0	0
ENSG00000130332	216	220	108	153	146	152	172	211	264
ENSG00000005206	928	1246	1003	894	892	1028	1171	1002	1114
ENSG00000273116	0	0	0	0	0	0	0	0	0
ENSG00000178297	2	1	0	2	2	0	10	0	1
ENSG00000099800	1156	1938	1928	896	1297	1151	1448	1165	1438
ENSG00000176619	3805	5319	4036	3050	3380	4308	3678	3511	4402
ENSG00000267201	8	0	10	2	0	12	4	6	14
ENSG00000099860	1498	1866	1644	1122	1247	1474	1206	1312	1397
ENSG00000252962	0	0	0	0	0	0	0	0	0
ENSG00000176533	38	58	32	14	12	42	24	18	38
ENSG00000105694	0	0	0	0	0	0	0	0	0
ENSG00000267412	4	0	0	0	0	0	0	0	0
ENSG00000267214	0	0	0	0	0	0	0	0	0
ENSG00000267749	0	2	0	0	0	0	0	0	0
ENSG00000276097	0	0	0	0	0	0	0	0	0
ENSG00000176490	16	8	14	2	8	14	8	10	40
ENSG00000267001	285	406	158	253	275	264	256	309	244
ENSG00000286460	0	0	0	0	0	0	0	0	0
ENSG00000261342	0	0	4	0	10	30	6	20	12
ENSG00000141873	639	963	506	473	568	693	604	594	816
ENSG00000104969	1958	2651	2235	1637	1737	2029	1976	1772	2204
ENSG00000172009	877	1364	1264	748	942	1076	993	1022	1319
ENSG00000172006	225	76	162	118	116	105	160	102	142
ENSG00000186300	529	620	664	416	438	621	438	444	662
ENSG00000267063	0	0	0	0	0	0	2	0	0
ENSG00000287766	0	0	0	10	0	0	2	0	0
ENSG00000172000	0	0	0	0	0	0	0	2	0
ENSG00000263997	0	0	0	0	0	0	0	0	0
ENSG00000267398	2	0	0	0	0	0	0	0	0
ENSG00000266938	0	0	0	0	0	0	0	0	0
ENSG00000171970	198	178	269	88	154	128	241	144	219
ENSG00000253392	28	10	4	23	12	2	30	12	4
ENSG00000175691	224	303	173	208	255	194	179	154	228
ENSG00000279452	0	0	0	0	0	0	0	2	0
ENSG00000104953	18	14	34	12	10	6	28	30	16
ENSG00000065717	1183	1483	943	814	882	1059	1264	878	1098
ENSG00000267469	133	274	136	114	131	118	112	77	91
ENSG00000104964	5636	6470	6062	4342	4624	5023	5516	4935	5520
ENSG00000088256	3661	5140	4184	3422	3498	3896	4052	3557	4169
ENSG00000267139	25	18	37	40	9	12	24	10	79
ENSG00000267688	21	22	24	11	8	17	15	21	13
ENSG00000266944	0	0	0	0	0	6	0	0	2
ENSG00000060558	0	2	0	6	8	4	6	7	2
ENSG00000267551	22	2	6	9	7	52	24	22	8
ENSG00000125910	4	4	0	6	2	0	0	6	0
ENSG00000125912	2770	4035	3140	2315	2740	3066	2660	2806	3327
ENSG00000161082	2	0	0	4	4	0	0	4	2
ENSG00000267448	0	0	0	0	0	0	0	0	0
ENSG00000141905	4582	5830	5105	3972	4404	4830	4901	4366	5397
ENSG00000280103	0	0	0	0	0	0	0	0	0
ENSG00000279599	0	0	0	12	10	0	4	0	0
ENSG00000095932	8	0	0	4	0	0	8	6	0
ENSG00000284638	0	0	0	0	0	0	0	0	0
ENSG00000129932	201	434	216	214	224	282	260	286	338
ENSG00000264159	0	0	0	0	2	0	0	0	0
ENSG00000105325	1706	1883	1324	1318	1372	1561	1475	1395	1505
ENSG00000252408	0	0	0	0	0	0	0	0	0
ENSG00000161091	2220	2998	2436	1413	1694	1991	1649	1736	2000
ENSG00000183397	28	25	2	6	20	22	0	29	5
ENSG00000267436	14	13	12	30	16	2	16	10	18
ENSG00000267231	0	0	0	0	0	0	0	6	4
ENSG00000279590	0	0	0	0	0	0	0	0	0
ENSG00000266959	0	0	0	0	0	0	0	0	0
ENSG00000064961	807	901	991	593	698	744	806	756	902
ENSG00000179855	124	108	80	76	106	140	138	84	138
ENSG00000006638	94	96	34	70	82	98	146	62	84
ENSG00000226800	0	10	14	8	10	0	4	4	6
ENSG00000105298	868	1349	1119	838	986	932	1072	810	1169
ENSG00000186111	8785	9920	7990	6502	6506	7784	7870	6648	8025
ENSG00000267304	14	0	2	0	0	0	0	6	0
ENSG00000105289	0	0	0	0	0	0	0	0	0
ENSG00000011132	234	323	217	188	203	303	203	132	345
ENSG00000267205	0	0	2	0	0	0	2	0	0
ENSG00000267138	4	0	0	0	0	4	0	2	0
ENSG00000183617	338	259	196	256	286	238	359	314	386
ENSG00000173976	0	0	0	0	1	3	0	1	0
ENSG00000267148	0	0	0	0	0	0	0	0	0
ENSG00000007264	0	0	0	1	0	0	0	4	0
ENSG00000105278	0	0	2	2	5	3	2	0	5
ENSG00000266989	0	0	0	0	0	0	0	0	0
ENSG00000167654	0	0	0	0	0	0	0	0	0
ENSG00000266627	0	0	0	0	0	0	0	0	0
ENSG00000077009	0	0	0	0	0	1	0	0	0
ENSG00000167657	3190	4034	3108	2469	2736	3102	3294	3073	3178
ENSG00000207733	19	62	0	2	7	6	19	7	13
ENSG00000167658	107602	141081	116464	83909	93284	106659	106330	95316	116074
ENSG00000206775	22	24	10	33	29	38	58	28	16
ENSG00000105229	1065	1175	872	881	940	1024	1059	922	945
ENSG00000205147	58	82	74	54	54	24	42	14	12
ENSG00000178951	6355	7717	7746	5520	5577	6549	6185	6241	6988
ENSG00000268670	35	42	16	37	23	38	19	6	20
ENSG00000126934	3629	4487	3327	3071	3070	3601	3422	3288	3857
ENSG00000060566	0	0	2	0	0	0	0	0	0
ENSG00000077463	400	610	608	276	356	384	480	400	442
ENSG00000089847	38	18	38	18	42	42	46	12	9
ENSG00000266223	0	0	0	0	0	0	0	0	0
ENSG00000105246	2	28	30	4	16	0	4	0	14
ENSG00000280247	2	12	0	0	0	0	4	0	0
ENSG00000105248	408	618	385	304	344	402	335	506	594
ENSG00000105251	0	0	0	0	0	0	0	0	0
ENSG00000167664	0	0	0	0	0	0	2	0	0
ENSG00000105255	378	382	275	353	272	330	295	338	489
ENSG00000178078	145	174	142	92	142	76	128	93	156
ENSG00000269425	0	0	0	0	0	0	2	0	4
ENSG00000008382	471	615	454	354	302	380	404	417	490
ENSG00000269807	0	0	0	1	2	0	3	0	0
ENSG00000267938	0	0	22	2	16	0	10	0	15
ENSG00000269318	25	66	66	12	30	80	50	14	64
ENSG00000141985	3828	4536	3794	3043	2701	4121	3467	3397	4086
ENSG00000267980	6	56	3	0	6	0	4	3	40
ENSG00000167670	374	344	498	259	260	402	298	364	484
ENSG00000267255	0	0	0	0	0	0	4	2	0
ENSG00000167671	1901	2706	1965	1604	1490	1968	1844	1581	1910
ENSG00000266437	0	0	0	0	0	0	0	0	0
ENSG00000267030	3	0	0	0	0	0	0	0	0
ENSG00000280239	16	4	24	18	8	28	12	10	50
ENSG00000267769	0	0	2	1	3	0	0	0	4
ENSG00000267011	0	0	0	1	2	0	1	18	6
ENSG00000264407	0	0	0	0	0	0	0	0	0
ENSG00000167674	1063	1442	1066	1051	834	1034	1165	1152	1250
ENSG00000220693	10	0	2	20	8	0	12	0	0
ENSG00000167676	4	8	0	0	2	0	0	14	2
ENSG00000214456	0	0	0	0	0	0	6	0	0
ENSG00000267385	2	5	35	0	0	9	2	0	0
ENSG00000171236	11	5	39	8	0	9	16	4	0
ENSG00000167680	6023	8054	4533	4355	5229	6154	5691	5237	6248
ENSG00000263974	0	0	0	0	0	0	0	0	0
ENSG00000267408	0	0	0	0	0	0	0	0	0
ENSG00000185361	4600	4774	3718	3491	3243	4079	4205	3646	3722
ENSG00000074842	627	880	678	382	561	600	760	801	834
ENSG00000268565	36	29	10	36	28	12	38	36	6
ENSG00000142002	2907	3434	3207	2129	2464	2692	2899	2444	3536
ENSG00000205790	10	0	1	20	8	4	6	2	4
ENSG00000287884	0	0	0	0	0	0	0	0	0
ENSG00000266209	0	0	0	0	0	0	0	0	0
ENSG00000176840	0	0	0	0	0	0	0	2	0
ENSG00000207630	0	0	0	0	0	0	0	0	0
ENSG00000268536	0	0	0	0	0	0	0	0	0
ENSG00000141965	1834	2632	2007	1178	1424	1641	1822	1619	2151
ENSG00000269604	81	68	40	60	82	118	66	30	46
ENSG00000127666	410	702	436	314	369	370	374	390	612
ENSG00000267484	11	4	7	6	0	8	2	2	14
ENSG00000105355	2123	3191	2181	1863	2074	2789	2473	2019	2717
ENSG00000264899	0	0	0	0	0	0	0	0	0
ENSG00000221535	0	0	0	0	0	0	0	0	0
ENSG00000205784	2	8	0	0	0	0	1	0	1
ENSG00000276043	445	802	798	282	672	527	484	432	685
ENSG00000263409	0	0	0	0	0	0	2	0	0
ENSG00000127663	3302	3641	3175	2820	2951	2908	3360	2691	3616
ENSG00000105426	2724	3133	2625	2224	2618	2849	2900	2730	3015
ENSG00000267550	0	0	0	0	0	0	0	0	0
ENSG00000239524	0	0	0	0	0	4	0	0	0
ENSG00000274447	0	0	0	0	0	0	0	0	0
ENSG00000266694	0	0	0	0	0	0	0	0	0
ENSG00000105428	0	0	0	0	0	0	0	0	0
ENSG00000223573	0	22	4	10	6	12	4	10	20
ENSG00000233270	10	8	56	0	16	2	6	4	42
ENSG00000130254	806	1130	1186	913	902	920	984	1040	1226
ENSG00000160633	668	615	592	602	611	691	760	450	821
ENSG00000130255	1690	2199	3087	1390	1608	1582	1968	1648	2310
ENSG00000174917	100	128	88	84	100	162	136	156	226
ENSG00000167733	42	61	78	53	27	49	65	46	58
ENSG00000196365	1510	2022	1679	1140	1441	1811	1490	1555	1809
ENSG00000174898	0	0	0	0	0	0	0	0	0
ENSG00000212123	18	28	8	29	4	4	4	20	0
ENSG00000267157	17	20	2	22	16	23	27	5	25
ENSG00000141994	232	363	264	184	176	246	257	130	217
ENSG00000263995	0	0	0	0	0	0	0	0	0
ENSG00000171119	0	0	0	0	0	0	0	0	0
ENSG00000156413	0	0	0	0	0	0	0	0	2
ENSG00000171124	0	0	0	0	0	0	0	0	0
ENSG00000267709	0	0	0	0	0	0	0	0	0
ENSG00000130383	0	0	0	0	0	0	0	0	0
ENSG00000267740	390	503	298	278	309	426	462	413	326
ENSG00000174886	518	600	350	326	372	512	576	468	446
ENSG00000266941	0	0	0	0	0	0	0	0	0
ENSG00000267314	38	60	2	23	14	54	24	24	10
ENSG00000187650	56	146	66	90	44	128	102	78	30
ENSG00000267571	2	0	12	0	0	3	2	14	2
ENSG00000105519	76	88	16	60	70	74	78	62	38
ENSG00000031823	1763	2310	2354	1500	1731	1665	1919	1711	1914
ENSG00000266983	0	0	0	6	0	0	0	0	0
ENSG00000087903	257	274	397	214	228	325	358	226	354
ENSG00000267262	18	12	4	32	8	20	16	2	22
ENSG00000267589	0	0	10	0	8	34	8	14	0
ENSG00000267299	2	0	0	0	2	0	10	4	0
ENSG00000130377	0	0	0	0	0	0	0	0	0
ENSG00000267415	0	0	0	0	0	0	0	0	0
ENSG00000284490	0	0	0	0	0	0	0	0	0
ENSG00000130382	2242	3028	2274	1818	2001	2334	2393	2261	2448
ENSG00000267563	0	0	0	0	0	0	0	0	0
ENSG00000280394	0	0	0	0	0	0	4	2	0
ENSG00000167769	0	0	0	0	0	0	0	0	0
ENSG00000269802	0	0	0	0	2	0	4	0	0
ENSG00000125656	497	494	593	454	540	514	554	526	704
ENSG00000125652	201	214	152	174	120	200	238	106	288
ENSG00000125650	146	139	48	74	110	56	128	78	143
ENSG00000125651	2154	2878	2960	1847	2118	2384	2231	2162	2519
ENSG00000269444	4	0	0	0	2	0	2	0	0
ENSG00000214347	0	0	0	0	2	0	0	0	0
ENSG00000088247	7365	9063	7664	5991	6513	8051	7849	6722	8426
ENSG00000266722	327	559	393	254	347	395	346	273	519
ENSG00000181240	4	0	2	0	6	0	2	0	2
ENSG00000125648	436	782	551	393	398	525	615	378	624
ENSG00000130545	0	0	0	0	0	0	8	0	0
ENSG00000205744	0	0	0	0	0	2	0	0	0
ENSG00000275234	0	0	0	0	0	0	0	0	0
ENSG00000104833	7	16	14	10	18	14	12	16	16
ENSG00000268203	0	0	0	0	0	0	0	0	0
ENSG00000268191	0	0	0	0	0	0	0	0	0
ENSG00000125657	20	26	29	16	22	18	24	12	76
ENSG00000268742	0	0	0	0	0	0	0	0	0
ENSG00000269546	0	0	4	0	0	0	0	0	4
ENSG00000199223	0	0	0	0	0	0	0	0	0
ENSG00000125726	0	0	0	0	0	0	0	0	0
ENSG00000268785	0	0	0	0	2	0	0	2	10
ENSG00000125735	0	0	0	0	0	1	0	0	0
ENSG00000125730	0	0	2	2	2	20	8	4	4
ENSG00000276980	0	0	0	0	0	0	0	6	0
ENSG00000125734	910	1264	990	713	718	1048	973	940	944
ENSG00000125733	1938	2733	2853	1487	1655	2008	2203	1773	2123
ENSG00000269680	0	0	0	0	0	0	2	0	0
ENSG00000125731	12	0	0	0	0	0	2	4	12
ENSG00000141968	0	0	0	0	0	0	0	0	0
ENSG00000174837	0	0	0	0	0	0	0	0	0
ENSG00000280091	0	0	0	0	0	0	0	0	0
ENSG00000265353	0	0	0	0	0	0	0	0	0
ENSG00000269385	0	0	0	0	0	0	0	0	0
ENSG00000268758	0	0	0	0	0	0	0	0	0
ENSG00000268845	0	0	0	0	0	0	0	0	0
ENSG00000269761	0	0	0	0	0	0	0	0	0
ENSG00000283679	0	0	0	0	0	0	0	0	0
ENSG00000196589	0	0	0	0	0	0	0	0	0
ENSG00000237247	0	0	0	0	0	0	0	0	0
ENSG00000205718	0	0	0	0	0	0	0	0	0
ENSG00000230522	0	0	0	0	0	0	0	0	0
ENSG00000182315	0	0	0	0	0	0	0	0	0
ENSG00000130544	786	1012	717	676	584	564	701	660	700
ENSG00000171105	1535	1473	1341	1322	1283	1591	1602	1622	1623
ENSG00000266483	0	0	0	0	0	0	0	0	0
ENSG00000265748	0	0	0	0	0	0	0	0	0
ENSG00000104880	1527	2071	1811	1212	1562	1655	1664	1448	1847
ENSG00000267852	0	0	0	0	4	2	0	8	2
ENSG00000104883	56	72	122	37	52	58	56	56	83
ENSG00000198723	2	0	2	0	0	0	0	0	0
ENSG00000267952	156	188	146	108	136	108	159	84	108
ENSG00000198816	412	444	304	298	348	302	430	268	342
ENSG00000269371	8	0	0	2	0	0	7	0	0
ENSG00000090674	700	938	848	715	637	792	729	751	958
ENSG00000268614	295	542	449	248	268	311	379	349	381
ENSG00000032444	5039	6193	4940	3668	4391	5294	4856	4097	5497
ENSG00000076826	168	68	12	76	48	286	274	74	1190
ENSG00000076924	977	1490	1280	814	840	1156	1066	1118	1194
ENSG00000229833	280	472	448	152	248	174	286	313	486
ENSG00000268400	626	1183	928	492	550	697	651	685	917
ENSG00000174788	6	0	0	0	0	0	0	0	0
ENSG00000268204	0	0	12	8	0	0	2	0	0
ENSG00000076944	502	904	624	427	480	642	490	529	572
ENSG00000269228	0	0	0	0	0	0	0	0	0
ENSG00000104918	0	0	0	0	0	0	0	0	0
ENSG00000183019	0	0	0	0	0	0	0	0	0
ENSG00000269711	623	920	524	526	506	592	601	528	648
ENSG00000181029	666	926	544	546	542	614	639	544	706
ENSG00000104921	0	0	0	0	0	0	0	0	0
ENSG00000182566	0	0	0	0	0	0	0	0	0
ENSG00000288669	0	0	0	0	0	0	0	0	0
ENSG00000090659	0	0	0	0	0	0	0	0	0
ENSG00000242636	0	0	0	0	0	0	0	0	0
ENSG00000104938	10	20	0	22	20	10	22	16	12
ENSG00000268297	0	0	26	4	10	8	8	0	0
ENSG00000269763	0	0	0	4	0	0	0	0	0
ENSG00000142459	998	1499	1272	750	982	1097	1287	1038	1102
ENSG00000183248	0	0	0	0	0	10	0	0	0
ENSG00000268120	0	0	0	0	0	0	0	0	0
ENSG00000269153	0	0	2	0	0	0	0	0	0
ENSG00000199900	0	0	0	0	0	0	0	0	0
ENSG00000171017	56	48	74	50	97	104	65	56	140
ENSG00000214248	4	46	12	22	24	58	9	17	10
ENSG00000264166	0	0	8	0	0	14	0	0	0
ENSG00000076984	1770	2328	1966	1346	1608	1856	1880	1364	1914
ENSG00000268149	58	68	24	44	40	49	50	22	64
ENSG00000260001	18	16	14	18	2	6	26	2	2
ENSG00000260500	0	0	0	0	2	0	0	0	0
ENSG00000104976	456	696	636	370	488	546	591	400	594
ENSG00000178531	268	256	213	188	192	285	258	247	282
ENSG00000269139	6	0	0	0	4	8	0	0	0
ENSG00000104980	787	1404	1141	724	898	918	1004	807	1006
ENSG00000286138	0	0	0	4	0	0	2	14	0
ENSG00000066044	5169	6636	5361	4201	4753	5848	5267	4926	5872
ENSG00000269813	0	0	0	2	0	0	2	0	8
ENSG00000267939	2	40	6	18	0	0	10	18	26
ENSG00000131142	0	0	0	0	0	0	0	0	0
ENSG00000142449	0	0	0	0	0	2	0	0	0
ENSG00000269651	0	0	0	0	0	0	0	0	0
ENSG00000090661	46	92	8	32	56	36	38	38	66
ENSG00000271717	0	0	0	0	0	0	0	0	0
ENSG00000167775	542	720	518	490	507	631	508	582	761
ENSG00000167774	52	82	126	64	66	124	65	56	64
ENSG00000267855	24	52	79	43	70	54	60	45	78
ENSG00000233927	566	642	415	419	554	414	648	576	549
ENSG00000186994	1309	1900	1150	691	894	969	1033	948	951
ENSG00000265364	0	0	0	0	0	0	0	0	0
ENSG00000268884	0	0	0	0	0	0	0	0	0
ENSG00000167772	5046	9396	7664	3885	5047	5353	4284	4443	7159
ENSG00000269386	122	136	101	43	102	160	50	29	76
ENSG00000265390	0	0	0	0	0	0	0	0	0
ENSG00000185236	2517	3544	3112	2157	2391	2950	3042	2500	2908
ENSG00000099785	978	1271	983	863	872	1036	941	762	973
ENSG00000268931	4	0	0	0	0	0	4	10	0
ENSG00000279827	0	0	0	1	0	0	1	0	0
ENSG00000099783	2786	2829	2636	1863	2275	2241	2661	2074	2609
ENSG00000133246	0	0	0	0	0	6	0	0	0
ENSG00000133250	122	176	114	102	146	173	126	138	190
ENSG00000142347	48	12	2	26	29	4	38	32	22
ENSG00000265528	2	0	0	0	0	7	0	8	0
ENSG00000268618	2	12	0	5	4	4	23	4	0
ENSG00000142303	213	251	140	129	159	171	173	138	164
ENSG00000267986	0	0	0	4	0	0	0	0	0
ENSG00000268480	0	0	0	0	0	0	0	0	0
ENSG00000279426	0	0	0	0	0	0	0	0	0
ENSG00000181786	0	0	0	0	0	0	0	0	0
ENSG00000181733	0	0	0	0	0	0	0	0	0
ENSG00000269244	2	0	0	0	0	0	0	0	0
ENSG00000268922	0	0	0	0	0	0	0	0	0
ENSG00000167785	84	86	88	36	74	56	48	30	58
ENSG00000269300	0	0	0	0	0	0	0	0	0
ENSG00000170948	0	0	0	0	0	0	0	0	0
ENSG00000269400	0	0	0	0	0	0	0	0	0
ENSG00000181143	0	0	18	0	0	0	0	0	0
ENSG00000267332	0	0	0	0	0	0	2	0	0
ENSG00000267154	0	0	0	0	0	0	0	0	0
ENSG00000170929	0	0	0	0	0	0	0	0	0
ENSG00000170923	0	0	0	0	0	0	0	0	0
ENSG00000161807	0	0	0	0	0	0	0	0	0
ENSG00000275787	0	0	0	0	0	0	0	0	0
ENSG00000170920	0	0	0	0	0	0	0	0	0
ENSG00000130803	1158	1525	1476	764	1105	1022	1109	1040	1188
ENSG00000188000	0	0	0	0	0	0	0	0	0
ENSG00000267418	0	0	0	0	0	0	0	2	0
ENSG00000267775	0	0	0	0	0	0	0	0	0
ENSG00000187847	0	0	0	0	0	0	0	0	0
ENSG00000174667	0	0	0	2	0	0	0	0	0
ENSG00000188314	0	0	0	0	0	0	0	0	0
ENSG00000237521	0	0	0	0	0	0	0	0	0
ENSG00000180926	0	0	0	0	0	0	0	0	0
ENSG00000225980	0	0	0	0	0	0	0	0	0
ENSG00000226480	0	0	0	0	0	0	0	0	0
ENSG00000196110	696	911	705	343	535	716	636	452	632
ENSG00000267510	0	0	0	0	0	0	0	0	0
ENSG00000188321	1006	1101	1202	892	876	878	1214	854	1104
ENSG00000270011	507	553	741	326	496	529	516	429	572
ENSG00000270614	0	0	0	0	0	0	0	0	0
ENSG00000188629	201	112	222	104	133	154	137	156	186
ENSG00000283108	0	0	0	0	0	0	6	2	2
ENSG00000174652	1487	1739	1219	1226	1415	1502	1452	1282	1632
ENSG00000287275	4	0	0	2	10	14	2	8	0
ENSG00000198028	0	0	18	4	6	0	10	4	0
ENSG00000267273	0	0	0	0	0	0	0	0	0
ENSG00000287960	4	8	0	0	4	0	4	0	4
ENSG00000260112	0	0	0	0	0	0	0	0	0
ENSG00000130818	3126	3898	3185	2374	2676	3150	2879	2806	2968
ENSG00000278611	0	8	0	12	14	0	18	10	0
ENSG00000197961	4345	4840	5014	2980	3457	3746	3661	3512	4661
ENSG00000171469	3418	3405	3094	2416	2639	2490	2914	2539	2672
ENSG00000267106	88	74	164	86	96	86	98	92	114
ENSG00000171466	3762	4238	4418	2592	2873	3505	3014	2902	3533
ENSG00000239830	78	80	80	56	50	66	62	112	90
ENSG00000224689	6	0	0	0	2	0	2	0	12
ENSG00000277587	0	0	0	0	0	0	0	0	0
ENSG00000267490	0	0	0	4	0	0	0	0	0
ENSG00000267612	0	0	0	0	0	0	0	0	0
ENSG00000196605	299	262	279	230	236	277	300	285	257
ENSG00000267370	41	10	54	28	37	16	40	32	26
ENSG00000267741	0	0	0	0	0	0	0	0	0
ENSG00000265379	0	0	0	0	0	0	0	0	0
ENSG00000266950	0	0	0	0	0	0	0	0	0
ENSG00000127452	483	696	594	408	398	410	423	373	435
ENSG00000200237	0	0	0	0	0	0	0	0	0
ENSG00000267119	0	0	0	0	0	0	0	0	0
ENSG00000216102	0	0	0	0	0	0	0	0	0
ENSG00000263493	0	0	0	0	0	0	0	0	0
ENSG00000198258	210	209	106	146	98	135	210	144	262
ENSG00000267289	0	0	0	0	0	0	0	0	0
ENSG00000127445	585	930	554	477	679	571	637	582	692
ENSG00000266247	0	0	0	6	0	0	4	0	0
ENSG00000105088	352	624	558	334	442	319	344	324	592
ENSG00000080573	0	8	0	2	0	0	0	0	0
ENSG00000267650	0	0	0	0	0	0	0	0	0
ENSG00000080511	0	0	0	0	0	0	0	0	0
ENSG00000167798	0	0	0	0	0	0	0	0	0
ENSG00000266204	0	0	0	0	0	0	0	0	0
ENSG00000130813	1546	1687	1567	602	772	880	801	834	938
ENSG00000267387	1	6	0	0	0	0	8	0	2
ENSG00000130812	14	10	6	0	3	22	8	14	12
ENSG00000243207	477	707	645	401	439	512	520	417	694
ENSG00000130810	504	710	656	420	421	547	516	410	618
ENSG00000209645	2	0	0	0	0	4	0	4	0
ENSG00000238531	0	0	0	0	0	0	4	2	4
ENSG00000244165	369	453	394	342	326	342	389	365	411
ENSG00000130811	2388	2986	2902	1910	2029	2399	2560	2374	2874
ENSG00000130816	2307	3196	3560	1955	2276	2645	2385	2289	2565
ENSG00000267534	86	48	54	52	65	111	44	52	58
ENSG00000264266	0	0	0	0	0	0	0	0	0
ENSG00000105364	821	1364	1189	584	720	933	891	784	1158
ENSG00000266978	4	30	27	4	12	12	2	20	31
ENSG00000267105	0	0	0	4	2	14	0	4	0
ENSG00000090339	1383	8978	9886	789	4061	4410	860	3518	9594
ENSG00000267607	18	70	93	10	20	20	10	14	24
ENSG00000105371	0	22	2	0	4	0	0	4	0
ENSG00000105376	0	0	0	0	0	1	0	0	0
ENSG00000220201	34	24	41	28	46	38	49	12	104
ENSG00000167807	204	348	255	166	196	149	262	258	373
ENSG00000267673	188	334	227	140	161	146	221	247	318
ENSG00000267303	195	211	274	168	166	222	189	247	244
ENSG00000161847	681	783	698	603	586	752	651	637	654
ENSG00000274425	48	50	44	80	48	60	56	74	36
ENSG00000076662	58	54	80	46	76	84	74	54	100
ENSG00000105397	1745	2257	1824	1379	1675	1528	1607	1441	2167
ENSG00000105401	8564	11185	8317	7711	7257	8887	8072	8010	10283
ENSG00000221566	24	38	28	24	33	27	34	27	41
ENSG00000065989	300	299	268	206	245	320	222	229	296
ENSG00000079999	1327	2010	1400	1006	1198	1344	1273	1200	1474
ENSG00000267197	0	0	10	0	10	2	6	0	0
ENSG00000180739	0	0	0	0	0	0	0	0	0
ENSG00000130734	155	248	214	128	178	206	124	158	196
ENSG00000238364	0	0	0	0	0	0	0	0	0
ENSG00000221410	0	0	0	0	0	0	3	0	0
ENSG00000129347	438	702	620	288	306	532	430	435	454
ENSG00000129355	66	60	44	22	64	72	26	78	72
ENSG00000129354	0	0	0	0	0	0	0	0	0
ENSG00000271010	0	0	0	0	0	0	0	0	0
ENSG00000129353	5384	5418	4027	3986	3910	5206	4801	3948	4507
ENSG00000267100	160	313	281	148	150	142	166	162	220
ENSG00000129351	10574	12493	12289	8083	8851	9953	10535	8769	11815
ENSG00000213339	265	344	298	242	215	316	371	265	353
ENSG00000079805	6342	8515	6857	5054	5767	6743	6396	5997	7344
ENSG00000207972	3	0	0	0	2	4	0	0	0
ENSG00000265879	0	0	0	4	0	0	2	0	0
ENSG00000207752	0	0	0	0	0	0	0	0	0
ENSG00000099203	412	616	390	318	364	476	453	332	510
ENSG00000214212	0	0	0	6	0	16	6	0	0
ENSG00000267544	0	0	0	6	0	0	0	0	4
ENSG00000142453	1772	2048	2072	1674	1534	1620	1700	1554	1950
ENSG00000130733	2129	2320	2040	1677	1729	2198	2080	1666	2432
ENSG00000142444	172	132	128	111	148	140	179	138	168
ENSG00000127616	13618	18671	16549	11288	12571	13576	14037	12793	15088
ENSG00000266936	0	0	0	2	0	0	0	0	0
ENSG00000266352	34	2	6	10	14	20	22	10	2
ENSG00000130164	5581	10167	11555	3604	4470	5779	5320	4419	7555
ENSG00000161888	85	134	100	52	109	58	88	35	59
ENSG00000197256	5541	6195	5664	4428	4091	5233	4947	4044	5428
ENSG00000130158	9525	12748	8549	7658	8046	9500	9060	7231	9065
ENSG00000267082	50	110	36	65	42	36	44	41	98
ENSG00000279807	6	20	4	8	18	20	6	14	14
ENSG00000273733	2	12	4	8	0	6	16	16	2
ENSG00000265747	0	0	0	0	0	0	0	0	0
ENSG00000130173	8	67	28	34	21	24	13	6	1
ENSG00000130167	0	0	0	0	0	0	0	0	0
ENSG00000267174	87	77	126	49	50	75	66	47	49
ENSG00000105514	2735	2965	2073	1845	1998	2265	2592	1983	2330
ENSG00000267576	11	14	12	8	2	54	28	0	6
ENSG00000105518	186	230	104	200	150	224	212	180	255
ENSG00000183401	251	371	172	198	168	224	266	246	296
ENSG00000105520	842	774	526	592	678	736	781	680	748
ENSG00000267277	6	8	0	8	6	0	4	10	0
ENSG00000173928	78	146	94	55	68	89	117	109	88
ENSG00000187266	188	176	106	155	73	170	143	148	186
ENSG00000205517	2	0	0	4	6	0	6	0	12
ENSG00000202357	0	0	0	0	0	0	0	0	0
ENSG00000198003	12	22	36	0	2	42	8	2	29
ENSG00000130175	12552	16106	10911	10357	10456	13103	11771	11433	13301
ENSG00000238349	0	0	0	0	0	0	0	0	0
ENSG00000196361	2	2	4	0	2	2	8	0	0
ENSG00000267477	12	12	24	10	0	6	20	14	20
ENSG00000265149	0	0	0	0	0	0	0	0	0
ENSG00000161914	97	210	94	112	126	94	102	105	104
ENSG00000130159	152	277	220	131	200	253	226	181	248
ENSG00000244080	0	0	38	8	10	0	10	0	0
ENSG00000213304	0	2	0	0	0	2	0	0	0
ENSG00000213303	0	0	0	0	2	0	0	0	0
ENSG00000130176	16	4	8	2	6	2	8	2	8
ENSG00000130165	158	134	112	116	172	120	149	124	220
